point_index,x,y,arc_length_px
452,498.953,447.844,498.140
453,500.019,448.091,499.235
454,501.082,448.348,500.328
455,502.141,448.617,501.421
456,503.196,448.896,502.512
457,504.247,449.185,503.602
458,505.293,449.485,504.691
459,506.335,449.796,505.778
460,507.373,450.117,506.864
461,508.406,450.449,507.949
462,509.434,450.791,509.032
463,510.457,451.144,510.115
464,511.476,451.507,511.197
465,512.491,451.880,512.278
466,513.501,452.263,513.358
467,514.506,452.655,514.437
468,515.508,453.058,515.517
469,516.505,453.470,516.595
470,517.498,453.891,517.674
471,518.487,454.322,518.752
472,519.471,454.761,519.831
473,520.452,455.210,520.909
474,521.428,455.668,521.988
475,522.401,456.134,523.066
476,523.370,456.609,524.145
477,524.335,457.093,525.225
478,525.296,457.584,526.305
479,526.254,458.084,527.385
480,527.208,458.593,528.466
481,528.158,459.109,529.547
482,529.105,459.632,530.630
483,530.049,460.164,531.712
484,530.989,460.703,532.796
485,531.926,461.250,533.881
486,532.859,461.803,534.966
487,533.789,462.364,536.052
488,534.716,462.932,537.139
489,535.640,463.507,538.228
490,536.561,464.089,539.317
491,537.479,464.677,540.407
492,538.394,465.271,541.498
493,539.306,465.872,542.590
494,540.215,466.480,543.684
495,541.122,467.093,544.778
496,542.026,467.712,545.874
497,542.927,468.337,546.971
498,543.825,468.968,548.068
499,544.721,469.604,549.167
500,545.615,470.246,550.267
501,546.506,470.893,551.369
502,547.395,471.545,552.471
503,548.281,472.202,553.575
504,549.166,472.864,554.679
505,550.048,473.531,555.785
506,550.927,474.203,556.892
507,551.805,474.879,558.000
508,552.681,475.559,559.109
509,553.555,476.243,560.219
510,554.427,476.932,561.330
511,555.297,477.624,562.442
512,556.165,478.321,563.555
513,557.032,479.021,564.669
514,557.897,479.724,565.784
515,558.760,480.431,566.900
516,559.622,481.142,568.016
517,560.482,481.855,569.134
518,561.341,482.572,570.252
519,562.199,483.291,571.372
520,563.055,484.013,572.492
521,563.910,484.738,573.612
522,564.763,485.465,574.734
523,565.616,486.195,575.856
524,566.467,486.927,576.979
525,567.317,487.660,578.102
526,568.167,488.396,579.226
527,569.015,489.134,580.350
528,569.863,489.873,581.475
529,570.710,490.614,582.600
530,571.556,491.357,583.726
531,572.401,492.100,584.852
532,573.246,492.845,585.978
533,574.090,493.591,587.104
534,574.934,494.338,588.231
535,575.777,495.085,589.358
536,576.620,495.834,590.485
537,577.462,496.582,591.612
538,578.304,497.331,592.739
539,579.146,498.080,593.866
540,579.988,498.830,594.993
541,580.830,499.579,596.120
542,581.671,500.328,597.246
543,582.513,501.077,598.373
544,583.354,501.825,599.499
545,584.196,502.573,600.625
546,585.038,503.320,601.751
547,585.880,504.067,602.876
548,586.723,504.812,604.001
549,587.565,505.556,605.125
550,588.409,506.299,606.249
551,589.252,507.041,607.372
552,590.096,507.781,608.495
553,590.941,508.519,609.617
554,591.787,509.256,610.738
555,592.633,509.991,611.859
556,593.480,510.724,612.979
557,594.327,511.454,614.098
558,595.176,512.183,615.216
559,596.025,512.908,616.333
560,596.876,513.632,617.450
561,597.727,514.352,618.565
562,598.580,515.070,619.680
563,599.433,515.785,620.793
564,600.288,516.497,621.906
565,601.144,517.205,623.017
566,602.002,517.910,624.127
567,602.861,518.612,625.236
568,603.721,519.310,626.344
569,604.583,520.004,627.451
570,605.446,520.695,628.556
571,606.311,521.381,629.660
572,607.178,522.063,630.763
573,608.046,522.741,631.865
574,608.916,523.415,632.965
575,609.788,524.084,634.064
576,610.662,524.748,635.162
577,611.538,525.407,636.258
578,612.416,526.062,637.353
579,613.296,526.711,638.447
580,614.178,527.355,639.539
581,615.062,527.994,640.630
582,615.949,528.627,641.720
583,616.838,529.255,642.808
584,617.729,529.877,643.894
585,618.623,530.493,644.980
586,619.519,531.103,646.064
587,620.417,531.706,647.146
588,621.319,532.304,648.228
589,622.223,532.895,649.308
590,623.129,533.480,650.386
591,624.038,534.058,651.464
