CurveID,PointID,PosX,PosY,PosZ,TanX,TanY,TanZ
3,89,75.3300,-60.7776,0.0000,0.2751,-0.9614,0.0
3,90,75.5324,-61.4852,0.0000,0.1749,-0.9846,0.0
3,91,75.6618,-62.2133,0.0000,0.0739,-0.9973,0.0
3,92,75.7166,-62.9528,0.0000,-0.0284,-0.9996,0.0
3,93,75.6955,-63.6948,0.0000,-0.1324,-0.9912,0.0
3,94,75.5972,-64.4304,0.0000,-0.2384,-0.9712,0.0
3,95,75.4204,-65.1507,0.0000,-0.3461,-0.9382,0.0
3,96,75.1636,-65.8468,0.0000,-0.4544,-0.8908,0.0
3,97,74.8255,-66.5096,0.0000,-0.5611,-0.8278,0.0
3,98,74.4047,-67.1303,0.0000,-0.6632,-0.7485,0.0
3,99,73.9000,-67.7000,0.0000,-0.6632,-0.7485,0.0
4,0,6.3000,-50.7000,0.0000,0.7352,-0.6779,0.0
4,1,6.9165,-51.2685,0.0000,0.7552,-0.6555,0.0
4,2,7.5624,-51.8292,0.0000,0.7745,-0.6326,0.0
4,3,8.2360,-52.3793,0.0000,0.7933,-0.6089,0.0
4,4,8.9355,-52.9163,0.0000,0.8116,-0.5842,0.0
4,5,9.6595,-53.4374,0.0000,0.8296,-0.5583,0.0
4,6,10.4060,-53.9398,0.0000,0.8473,-0.5311,0.0
4,7,11.1736,-54.4208,0.0000,0.8647,-0.5023,0.0
4,8,11.9604,-54.8779,0.0000,0.8818,-0.4717,0.0
4,9,12.7648,-55.3081,0.0000,0.8985,-0.4390,0.0
4,10,13.5851,-55.7089,0.0000,0.9147,-0.4040,0.0
4,11,14.4196,-56.0775,0.0000,0.9304,-0.3666,0.0
4,12,15.2666,-56.4113,0.0000,0.9453,-0.3263,0.0
4,13,16.1245,-56.7074,0.0000,0.9591,-0.2830,0.0
4,14,16.9916,-56.9632,0.0000,0.9717,-0.2364,0.0
4,15,17.8661,-57.1760,0.0000,0.9825,-0.1864,0.0
4,16,18.7465,-57.3430,0.0000,0.9911,-0.1329,0.0
4,17,19.6309,-57.4616,0.0000,0.9971,-0.0758,0.0
4,18,20.5178,-57.5290,0.0000,0.9999,-0.0153,0.0
4,19,21.4053,-57.5426,0.0000,0.9988,0.0484,0.0
4,20,22.2920,-57.4996,0.0000,0.9934,0.1149,0.0
4,21,23.1760,-57.3973,0.0000,0.9830,0.1836,0.0
4,22,24.0556,-57.2331,0.0000,0.9672,0.2542,0.0
4,23,24.9278,-57.0039,0.0000,0.9437,0.3308,0.0
4,24,25.7796,-56.7052,0.0000,0.9092,0.4164,0.0
4,25,26.5945,-56.3320,0.0000,0.8593,0.5114,0.0
4,26,27.3555,-55.8791,0.0000,0.7889,0.6145,0.0
4,27,28.0460,-55.3413,0.0000,0.6945,0.7195,0.0
4,28,28.6508,-54.7147,0.0000,0.6017,0.7987,0.0
4,29,29.1790,-54.0136,0.0000,0.5402,0.8415,0.0
4,30,29.6586,-53.2665,0.0000,0.5152,0.8571,0.0
4,31,30.1179,-52.5024,0.0000,0.5279,0.8493,0.0
4,32,30.5855,-51.7500,0.0000,0.5781,0.8160,0.0
4,33,31.0897,-51.0383,0.0000,0.6595,0.7517,0.0
4,34,31.6559,-50.3930,0.0000,0.7384,0.6744,0.0
4,35,32.2868,-49.8168,0.0000,0.8007,0.5991,0.0
4,36,32.9745,-49.3022,0.0000,0.8479,0.5302,0.0
4,37,33.7114,-48.8413,0.0000,0.8825,0.4703,0.0
4,38,34.4898,-48.4266,0.0000,0.9073,0.4206,0.0
4,39,35.3017,-48.0501,0.0000,0.9244,0.3815,0.0
4,40,36.1396,-47.7044,0.0000,0.9356,0.3529,0.0
4,41,36.9955,-47.3815,0.0000,0.9423,0.3347,0.0
4,42,37.8618,-47.0738,0.0000,0.9452,0.3266,0.0
4,43,38.7306,-46.7736,0.0000,0.9445,0.3286,0.0
4,44,39.5942,-46.4731,0.0000,0.9407,0.3393,0.0
4,45,40.4458,-46.1659,0.0000,0.9385,0.3452,0.0
4,46,41.2862,-45.8568,0.0000,0.9407,0.3392,0.0
4,47,42.1201,-45.5561,0.0000,0.9471,0.3208,0.0
4,48,42.9523,-45.2742,0.0000,0.9571,0.2896,0.0
4,49,43.7876,-45.0215,0.0000,0.9695,0.2452,0.0
4,50,44.6306,-44.8082,0.0000,0.9823,0.1875,0.0
4,51,45.4862,-44.6449,0.0000,0.9930,0.1178,0.0
4,52,46.3585,-44.5415,0.0000,0.9990,0.0439,0.0
4,53,47.2439,-44.5026,0.0000,0.9995,-0.0300,0.0
4,54,48.1338,-44.5293,0.0000,0.9945,-0.1048,0.0
4,55,49.0191,-44.6226,0.0000,0.9834,-0.1814,0.0
4,56,49.8910,-44.7834,0.0000,0.9654,-0.2606,0.0
4,57,50.7404,-45.0127,0.0000,0.9402,-0.3406,0.0
4,58,51.5609,-45.3099,0.0000,0.9108,-0.4128,0.0
4,59,52.3536,-45.6692,0.0000,0.8801,-0.4748,0.0
4,60,53.1216,-46.0836,0.0000,0.8501,-0.5267,0.0
4,61,53.8680,-46.5460,0.0000,0.8224,-0.5689,0.0
4,62,54.5957,-47.0494,0.0000,0.7981,-0.6025,0.0
4,63,55.3078,-47.5870,0.0000,0.7781,-0.6281,0.0
4,64,56.0074,-48.1516,0.0000,0.7629,-0.6465,0.0
4,65,56.6974,-48.7364,0.0000,0.7527,-0.6584,0.0
4,66,57.3809,-49.3343,0.0000,0.7477,-0.6641,0.0
4,67,58.0609,-49.9382,0.0000,0.7479,-0.6638,0.0
4,68,58.7404,-50.5413,0.0000,0.7534,-0.6575,0.0
4,69,59.4224,-51.1366,0.0000,0.7642,-0.6450,0.0
4,70,60.1101,-51.7170,0.0000,0.7800,-0.6257,0.0
4,71,60.8064,-52.2755,0.0000,0.8007,-0.5991,0.0
4,72,61.5143,-52.8051,0.0000,0.8256,-0.5642,0.0
4,73,62.2369,-53.2990,0.0000,0.8540,-0.5203,0.0
4,74,62.9772,-53.7499,0.0000,0.8846,-0.4663,0.0
4,75,63.7382,-54.1511,0.0000,0.9157,-0.4018,0.0
4,76,64.5230,-54.4954,0.0000,0.9446,-0.3283,0.0
4,77,65.3341,-54.7774,0.0000,0.9639,-0.2664,0.0
4,78,66.1688,-55.0081,0.0000,0.9731,-0.2305,0.0
4,79,67.0207,-55.2099,0.0000,0.9753,-0.2210,0.0
4,80,67.8834,-55.4054,0.0000,0.9715,-0.2371,0.0
4,81,68.7505,-55.6171,0.0000,0.9606,-0.2780,0.0
4,82,69.6155,-55.8674,0.0000,0.9417,-0.3366,0.0
4,83,70.4700,-56.1728,0.0000,0.9156,-0.4020,0.0
4,84,71.3012,-56.5378,0.0000,0.8806,-0.4738,0.0
4,85,72.0960,-56.9654,0.0000,0.8337,-0.5522,0.0
4,86,72.8410,-57.4589,0.0000,0.7717,-0.6360,0.0
4,87,73.5233,-58.0212,0.0000,0.6910,-0.7229,0.0
4,88,74.1296,-58.6554,0.0000,0.5895,-0.8078,0.0
4,89,74.6470,-59.3644,0.0000,0.4754,-0.8797,0.0
4,90,75.0671,-60.1418,0.0000,0.3587,-0.9335,0.0
4,91,75.3864,-60.9728,0.0000,0.2402,-0.9707,0.0
4,92,75.6015,-61.8418,0.0000,0.1195,-0.9928,0.0
4,93,75.7088,-62.7337,0.0000,-0.0042,-1.0000,0.0
4,94,75.7051,-63.6328,0.0000,-0.1316,-0.9913,0.0
4,95,75.5868,-64.5239,0.0000,-0.2627,-0.9649,0.0
4,96,75.3506,-65.3916,0.0000,-0.3961,-0.9182,0.0
4,97,74.9930,-66.2204,0.0000,-0.5286,-0.8489,0.0
4,98,74.5106,-66.9950,0.0000,-0.6547,-0.7559,0.0
4,99,73.9000,-67.7000,0.0000,-0.6547,-0.7559,0.0
