point_index,x,y,arc_length_px
390,741.979,433.216,257.053
391,741.908,433.886,257.726
392,741.842,434.556,258.399
393,741.781,435.226,259.072
394,741.726,435.895,259.744
395,741.677,436.565,260.415
396,741.633,437.234,261.086
397,741.594,437.903,261.756
398,741.560,438.573,262.426
399,741.532,439.241,263.095
400,741.510,439.910,263.764
401,741.492,440.578,264.433
402,741.480,441.246,265.101
403,741.474,441.913,265.768
404,741.472,442.581,266.436
405,741.476,443.247,267.102
406,741.485,443.914,267.769
407,741.499,444.580,268.435
408,741.518,445.245,269.101
409,741.542,445.910,269.766
410,741.572,446.575,270.431
411,741.606,447.238,271.096
412,741.646,447.902,271.760
413,741.691,448.564,272.424
414,741.740,449.226,273.088
415,741.795,449.888,273.752
416,741.855,450.548,274.415
417,741.919,451.208,275.078
418,741.989,451.867,275.741
419,742.063,452.526,276.404
420,742.143,453.183,277.066
421,742.227,453.840,277.728
422,742.316,454.496,278.390
423,742.410,455.151,279.052
424,742.509,455.805,279.713
425,742.612,456.458,280.374
426,742.721,457.110,281.035
427,742.833,457.761,281.696
428,742.951,458.411,282.357
429,743.074,459.060,283.017
430,743.201,459.708,283.678
431,743.332,460.355,284.338
432,743.469,461.001,284.998
433,743.610,461.645,285.658
434,743.755,462.289,286.317
435,743.905,462.931,286.977
436,744.060,463.572,287.636
437,744.219,464.212,288.295
438,744.382,464.850,288.954
439,744.550,465.487,289.613
440,744.723,466.123,290.272
441,744.900,466.757,290.930
442,745.081,467.390,291.588
443,745.267,468.021,292.247
444,745.457,468.651,292.905
445,745.651,469.280,293.563
446,745.850,469.907,294.220
447,746.053,470.532,294.878
448,746.260,471.156,295.535
449,746.472,471.778,296.192
450,746.687,472.399,296.849
451,746.907,473.018,297.506
452,747.131,473.635,298.163
453,747.359,474.251,298.820
454,747.592,474.865,299.476
455,747.828,475.477,300.132
456,748.069,476.087,300.788
457,748.314,476.696,301.444
458,748.562,477.302,302.100
459,748.815,477.907,302.755
460,749.072,478.510,303.410
461,749.332,479.111,304.065
462,749.597,479.710,304.720
463,749.865,480.307,305.375
464,750.138,480.902,306.029
465,750.414,481.495,306.684
466,750.694,482.086,307.338
467,750.979,482.675,307.991
468,751.266,483.261,308.645
469,751.558,483.846,309.298
470,751.854,484.428,309.951
471,752.153,485.009,310.604
472,752.456,485.587,311.257
473,752.762,486.162,311.909
474,753.073,486.736,312.561
475,753.387,487.307,313.213
476,753.704,487.876,313.864
477,754.026,488.442,314.515
478,754.350,489.006,315.166
479,754.679,489.568,315.817
480,755.011,490.127,316.467
481,755.346,490.684,317.117
482,755.685,491.238,317.767
483,756.028,491.789,318.416
484,756.374,492.339,319.065
485,756.723,492.885,319.714
486,757.076,493.429,320.362
487,757.432,493.970,321.010
488,757.792,494.509,321.658
489,758.155,495.045,322.305
490,758.521,495.578,322.952
491,758.891,496.109,323.599
492,759.264,496.636,324.245
493,759.640,497.161,324.890
494,760.019,497.683,325.536
495,760.402,498.202,326.181
496,760.788,498.719,326.825
497,761.177,499.232,327.469
498,761.569,499.743,328.113
499,761.963,500.251,328.757
500,762.360,500.757,329.399
501,762.758,501.261,330.042
502,763.158,501.764,330.684
503,763.558,502.265,331.326
504,763.959,502.765,331.967
505,764.360,503.265,332.607
506,764.761,503.764,333.247
507,765.161,504.263,333.887
508,765.560,504.762,334.526
509,765.957,505.261,335.164
510,766.352,505.762,335.801
511,766.744,506.263,336.438
512,767.134,506.766,337.075
513,767.520,507.271,337.710
514,767.903,507.778,338.345
515,768.282,508.287,338.979
516,768.656,508.798,339.613
517,769.025,509.312,340.246
518,769.388,509.830,340.879
519,769.746,510.351,341.511
520,770.098,510.876,342.142
521,770.443,511.405,342.774
522,770.781,511.938,343.405
523,771.112,512.476,344.037
524,771.434,513.019,344.668
525,771.749,513.567,345.300
526,772.054,514.120,345.932
527,772.351,514.680,346.566
528,772.638,515.246,347.200
529,772.915,515.818,347.836
530,773.181,516.397,348.473
531,773.437,516.983,349.112
532,773.683,517.575,349.753
533,773.918,518.173,350.396
534,774.143,518.777,351.041
535,774.357,519.387,351.687
536,774.560,520.003,352.336
537,774.753,520.624,352.986
538,774.936,521.249,353.638
539,775.108,521.880,354.291
540,775.270,522.515,354.947
541,775.421,523.155,355.604
542,775.561,523.799,356.263
543,775.692,524.446,356.924
544,775.811,525.097,357.586
545,775.921,525.752,358.249
546,776.019,526.410,358.915
547,776.108,527.071,359.581
548,776.186,527.734,360.249
549,776.253,528.400,360.918
550,776.310,529.068,361.589
551,776.357,529.738,362.261
552,776.393,530.410,362.934
553,776.419,531.083,363.608
554,776.434,531.758,364.282
555,776.439,532.434,364.958
556,776.434,533.110,365.635
557,776.418,533.788,366.312
558,776.392,534.465,366.990
559,776.355,535.143,367.669
560,776.308,535.820,368.348
561,776.250,536.497,369.027
562,776.183,537.174,369.707
563,776.104,537.850,370.388
564,776.016,538.524,371.068
565,775.917,539.198,371.749
566,775.807,539.869,372.429
567,775.688,540.540,373.110
568,775.558,541.208,373.791
569,775.417,541.873,374.471
570,775.267,542.537,375.151
571,775.105,543.197,375.831
572,774.934,543.855,376.511
573,774.752,544.510,377.190
574,774.560,545.161,377.869
575,774.358,545.808,378.548
576,774.145,546.452,379.226
577,773.922,547.092,379.903
578,773.689,547.727,380.580
579,773.445,548.357,381.256
580,773.191,548.983,381.931
581,772.927,549.604,382.606
582,772.652,550.219,383.279
583,772.367,550.829,383.953
584,772.072,551.433,384.625
585,771.766,552.031,385.297
586,771.451,552.623,385.968
587,771.125,553.209,386.638
588,770.788,553.788,387.307
589,770.442,554.359,387.976
590,770.085,554.924,388.644
591,769.718,555.481,389.311
592,769.341,556.031,389.978
593,768.953,556.573,390.644
594,768.555,557.106,391.309
595,768.147,557.632,391.975
596,767.729,558.148,392.639
597,767.300,558.656,393.304
598,766.861,559.155,393.968
599,766.413,559.645,394.633
600,765.955,560.126,395.297
601,765.489,560.600,395.961
602,765.015,561.065,396.626
603,764.535,561.524,397.290
604,764.048,561.976,397.954
605,763.557,562.422,398.617
606,763.061,562.862,399.280
607,762.562,563.297,399.942
608,762.060,563.727,400.603
609,761.557,564.153,401.263
610,761.052,564.576,401.921
611,760.547,564.995,402.577
612,760.043,565.411,403.231
613,759.540,565.826,403.883
614,759.040,566.238,404.531
615,758.542,566.650,405.177
616,758.048,567.060,405.819
617,757.560,567.471,406.457
618,757.076,567.881,407.091
619,756.599,568.292,407.721
620,756.129,568.705,408.347
621,755.667,569.119,408.967
622,755.213,569.535,409.582
623,754.770,569.954,410.193
624,754.336,570.376,410.798
625,753.914,570.801,411.397
626,753.504,571.231,411.991
627,753.106,571.665,412.580
628,752.723,572.105,413.163
629,752.353,572.550,413.741
630,751.999,573.001,414.315
631,751.661,573.458,414.884
632,751.339,573.922,415.449
633,751.032,574.393,416.010
634,750.741,574.869,416.569
635,750.465,575.352,417.125
636,750.204,575.841,417.679
637,749.957,576.336,418.232
638,749.725,576.837,418.785
639,749.507,577.344,419.336
640,749.304,577.857,419.888
641,749.114,578.375,420.440
642,748.937,578.899,420.993
643,748.774,579.429,421.547
644,748.624,579.964,422.103
645,748.487,580.505,422.661
646,748.363,581.051,423.221
647,748.250,581.602,423.783
