point_index,x,y,arc_length_px
396,1320.498,502.810,369.132
397,1319.931,502.041,370.087
398,1319.361,501.274,371.043
399,1318.786,500.510,371.999
400,1318.207,499.747,372.956
401,1317.624,498.988,373.914
402,1317.035,498.231,374.873
403,1316.442,497.476,375.833
404,1315.844,496.725,376.793
405,1315.240,495.977,377.754
406,1314.631,495.232,378.716
407,1314.016,494.491,379.679
408,1313.396,493.754,380.643
409,1312.769,493.020,381.608
410,1312.137,492.291,382.573
411,1311.498,491.565,383.540
412,1310.853,490.844,384.507
413,1310.201,490.128,385.476
414,1309.543,489.416,386.446
415,1308.877,488.709,387.417
416,1308.204,488.007,388.389
417,1307.524,487.310,389.363
418,1306.837,486.618,390.338
419,1306.142,485.932,391.314
420,1305.439,485.252,392.293
421,1304.728,484.577,393.273
422,1304.009,483.909,394.254
423,1303.282,483.246,395.238
424,1302.546,482.590,396.224
425,1301.802,481.941,397.212
426,1301.048,481.298,398.202
427,1300.286,480.661,399.195
428,1299.515,480.032,400.191
429,1298.734,479.410,401.189
430,1297.944,478.796,402.190
431,1297.144,478.188,403.194
432,1296.334,477.589,404.202
433,1295.514,476.997,405.213
434,1294.684,476.413,406.228
435,1293.844,475.837,407.246
436,1292.993,475.270,408.269
437,1292.132,474.711,409.296
438,1291.259,474.161,410.327
439,1290.376,473.619,411.364
440,1289.482,473.086,412.404
441,1288.577,472.563,413.450
442,1287.663,472.048,414.499
443,1286.739,471.543,415.552
444,1285.805,471.046,416.610
445,1284.863,470.559,417.670
446,1283.912,470.081,418.734
447,1282.954,469.613,419.801
448,1281.987,469.154,420.871
449,1281.014,468.704,421.943
450,1280.034,468.264,423.018
451,1279.047,467.834,424.094
452,1278.054,467.413,425.173
453,1277.056,467.003,426.252
454,1276.052,466.602,427.333
455,1275.043,466.211,428.415
456,1274.030,465.830,429.497
457,1273.013,465.459,430.579
458,1271.993,465.099,431.662
459,1270.969,464.748,432.744
460,1269.942,464.408,433.826
461,1268.912,464.078,434.907
462,1267.881,463.759,435.987
463,1266.848,463.450,437.065
464,1265.814,463.151,438.141
465,1264.778,462.864,439.216
466,1263.743,462.587,440.288
467,1262.707,462.320,441.357
468,1261.671,462.065,442.424
469,1260.637,461.821,443.487
470,1259.603,461.587,444.547
471,1258.571,461.365,445.603
472,1257.540,461.153,446.655
473,1256.512,460.953,447.702
474,1255.487,460.764,448.744
475,1254.465,460.587,449.782
476,1253.446,460.421,450.814
477,1252.431,460.266,451.841
478,1251.421,460.123,452.861
479,1250.415,459.992,453.876
480,1249.414,459.872,454.884
481,1248.418,459.764,455.885
482,1247.429,459.668,456.879
483,1246.446,459.583,457.866
484,1245.469,459.511,458.845
485,1244.499,459.451,459.817
486,1243.537,459.402,460.780
487,1242.583,459.366,461.735
488,1241.637,459.343,462.682
489,1240.700,459.331,463.619
490,1239.771,459.332,464.547
491,1238.852,459.345,465.466
492,1237.943,459.371,466.376
493,1237.044,459.410,467.276
494,1236.156,459.461,468.165
495,1235.279,459.525,469.045
496,1234.413,459.601,469.914
497,1233.559,459.691,470.773
498,1232.717,459.794,471.621
499,1231.888,459.909,472.458
500,1231.072,460.038,473.284
501,1230.269,460.179,474.099
502,1229.480,460.334,474.903
503,1228.705,460.503,475.696
504,1227.945,460.684,476.478
505,1227.200,460.879,477.248
506,1226.470,461.088,478.007
507,1225.756,461.310,478.755
508,1225.058,461.546,479.492
509,1224.377,461.795,480.217
510,1223.713,462.058,480.932
511,1223.066,462.335,481.636
512,1222.436,462.626,482.329
513,1221.825,462.931,483.012
514,1221.233,463.251,483.685
515,1220.659,463.584,484.348
516,1220.105,463.931,485.002
517,1219.570,464.293,485.648
518,1219.056,464.669,486.285
519,1218.560,465.059,486.915
520,1218.085,465.462,487.539
521,1217.628,465.880,488.158
522,1217.191,466.311,488.772
523,1216.773,466.756,489.383
524,1216.374,467.215,489.991
525,1215.993,467.686,490.597
526,1215.631,468.171,491.202
527,1215.288,468.669,491.807
528,1214.963,469.180,492.412
529,1214.656,469.704,493.019
530,1214.368,470.241,493.629
531,1214.097,470.790,494.241
532,1213.844,471.352,494.857
533,1213.609,471.926,495.477
534,1213.392,472.512,496.102
535,1213.192,473.110,496.733
536,1213.009,473.721,497.370
537,1212.844,474.343,498.014
538,1212.695,474.977,498.665
539,1212.564,475.622,499.324
540,1212.449,476.279,499.991
541,1212.351,476.948,500.667
542,1212.269,477.628,501.351
543,1212.204,478.319,502.045
544,1212.155,479.020,502.749
545,1212.122,479.733,503.462
546,1212.106,480.457,504.186
547,1212.105,481.191,504.920
548,1212.119,481.936,505.665
549,1212.150,482.691,506.421
550,1212.196,483.456,507.188
551,1212.257,484.232,507.966
552,1212.333,485.018,508.755
553,1212.424,485.813,509.556
554,1212.531,486.619,510.369
555,1212.652,487.434,511.193
556,1212.788,488.258,512.028
557,1212.938,489.092,512.876
558,1213.103,489.936,513.735
559,1213.282,490.788,514.606
560,1213.475,491.650,515.489
561,1213.682,492.520,516.384
562,1213.903,493.400,517.291
563,1214.137,494.288,518.209
564,1214.385,495.185,519.140
565,1214.647,496.090,520.082
566,1214.922,497.003,521.036
567,1215.210,497.925,522.002
568,1215.511,498.855,522.979
569,1215.826,499.793,523.968
570,1216.153,500.738,524.968
571,1216.492,501.691,525.980
572,1216.844,502.652,527.004
573,1217.209,503.621,528.039
574,1217.586,504.597,529.085
575,1217.975,505.580,530.142
576,1218.376,506.570,531.210
577,1218.788,507.567,532.289
578,1219.213,508.571,533.379
579,1219.649,509.582,534.480
580,1220.097,510.599,535.592
581,1220.556,511.623,536.714
582,1221.026,512.653,537.846
583,1221.507,513.690,538.989
584,1221.999,514.733,540.142
585,1222.502,515.782,541.305
586,1223.015,516.836,542.478
587,1223.540,517.897,543.661
588,1224.074,518.963,544.854
589,1224.619,520.034,546.056
590,1225.174,521.111,547.268
591,1225.739,522.194,548.488
592,1226.313,523.281,549.718
593,1226.898,524.374,550.958
594,1227.492,525.471,552.205
595,1228.095,526.574,553.462
596,1228.708,527.681,554.727
597,1229.330,528.792,556.001
598,1229.961,529.908,557.283
599,1230.602,531.028,558.574
600,1231.250,532.153,559.872
601,1231.908,533.281,561.178
602,1232.574,534.414,562.492
603,1233.248,535.550,563.813
604,1233.931,536.690,565.142
605,1234.622,537.834,566.478
606,1235.321,538.981,567.821
607,1236.028,540.131,569.172
608,1236.742,541.285,570.529
609,1237.464,542.442,571.892
610,1238.194,543.602,573.262
611,1238.931,544.764,574.639
612,1239.675,545.930,576.021
613,1240.426,547.098,577.410
614,1241.184,548.268,578.805
615,1241.949,549.441,580.205
616,1242.720,550.616,581.611
617,1243.499,551.793,583.022
618,1244.283,552.972,584.438
619,1245.074,554.153,585.859
620,1245.871,555.336,587.285
621,1246.674,556.520,588.716
622,1247.482,557.706,590.152
623,1248.297,558.894,591.592
624,1249.117,560.082,593.036
625,1249.943,561.272,594.484
626,1250.774,562.463,595.936
627,1251.610,563.655,597.392
628,1252.451,564.847,598.851
629,1253.297,566.041,600.314
630,1254.148,567.234,601.780
631,1255.004,568.428,603.249
632,1255.864,569.623,604.721
633,1256.728,570.817,606.196
634,1257.597,572.012,607.673
635,1258.470,573.207,609.152
636,1259.347,574.401,610.634
637,1260.228,575.595,612.118
638,1261.113,576.789,613.604
639,1262.001,577.982,615.091
640,1262.893,579.174,616.580
641,1263.788,580.366,618.071
642,1264.686,581.557,619.562
643,1265.587,582.746,621.055
644,1266.491,583.935,622.548
645,1267.399,585.122,624.042
646,1268.308,586.308,625.537
647,1269.221,587.492,627.032
648,1270.135,588.675,628.527
649,1271.052,589.856,630.022
650,1271.971,591.035,631.517
651,1272.893,592.212,633.011
652,1273.816,593.386,634.505
653,1274.740,594.559,635.999
654,1275.667,595.729,637.491
655,1276.594,596.897,638.982
656,1277.524,598.062,640.473
657,1278.454,599.224,641.961
658,1279.386,600.383,643.449
659,1280.318,601.540,644.934
660,1281.251,602.693,646.418
661,1282.185,603.843,647.899
662,1283.120,604.990,649.379
663,1284.054,606.133,650.855
664,1284.990,607.273,652.330
665,1285.925,608.409,653.801
666,1286.860,609.541,655.269
667,1287.795,610.669,656.735
668,1288.730,611.793,658.197
669,1289.665,612.913,659.655
670,1290.599,614.028,661.110
671,1291.532,615.139,662.561
672,1292.465,616.246,664.008
673,1293.397,617.347,665.451
674,1294.327,618.444,666.890
675,1295.257,619.536,668.324
676,1296.185,620.623,669.753
677,1297.112,621.705,671.177
678,1298.037,622.782,672.597
679,1298.960,623.853,674.011
680,1299.882,624.918,675.420
681,1300.801,625.978,676.823
682,1301.719,627.032,678.220
683,1302.634,628.080,679.611
684,1303.547,629.122,680.997
685,1304.457,630.158,682.376
686,1305.364,631.187,683.748
687,1306.269,632.211,685.114
688,1307.171,633.227,686.473
689,1308.070,634.237,687.825
690,1308.966,635.241,689.170
691,1309.858,636.237,690.508
692,1310.747,637.226,691.838
693,1311.633,638.209,693.160
694,1312.514,639.183,694.475
695,1313.392,640.151,695.781
696,1314.266,641.111,697.080
697,1315.136,642.064,698.369
698,1316.001,643.008,699.651
699,1316.862,643.945,700.923
700,1317.719,644.874,702.187
701,1318.571,645.795,703.441
702,1319.418,646.707,704.686
703,1320.260,647.612,705.922
704,1321.097,648.507,707.148
705,1321.929,649.394,708.364
706,1322.756,650.273,709.570
707,1323.577,651.142,710.767
708,1324.393,652.003,711.952
709,1325.203,652.855,713.127
710,1326.007,653.697,714.292
711,1326.805,654.530,715.446
712,1327.597,655.353,716.588
713,1328.383,656.167,717.720
714,1329.162,656.972,718.840
715,1329.935,657.766,719.948
716,1330.702,658.551,721.045
717,1331.461,659.325,722.129
718,1332.214,660.089,723.202
719,1332.959,660.843,724.262
720,1333.698,661.587,725.310
721,1334.429,662.320,726.346
722,1335.152,663.042,727.368
723,1335.868,663.754,728.378
724,1336.577,664.455,729.374
725,1337.277,665.144,730.357
726,1337.970,665.823,731.326
727,1338.654,666.490,732.282
728,1339.330,667.146,733.224
729,1339.998,667.790,734.152
730,1340.658,668.423,735.066
731,1341.308,669.044,735.965
732,1341.950,669.653,736.850
733,1342.583,670.250,737.720
734,1343.207,670.835,738.576
735,1343.822,671.407,739.416
736,1344.427,671.967,740.241
737,1345.023,672.515,741.050
738,1345.610,673.050,741.844
739,1346.187,673.573,742.622
740,1346.754,674.082,743.384
741,1347.311,674.579,744.131
742,1347.857,675.062,744.861
743,1348.394,675.532,745.574
744,1348.920,675.989,746.271
745,1349.436,676.433,746.951
746,1349.941,676.863,747.614
747,1350.435,677.279,748.260
748,1350.919,677.681,748.889
749,1351.391,678.069,749.501
750,1351.853,678.444,750.095
751,1352.303,678.804,750.671
752,1352.741,679.149,751.230
753,1353.168,679.481,751.770
754,1353.583,679.797,752.292
755,1353.987,680.099,752.796
756,1354.378,680.387,753.282
757,1354.757,680.659,753.749
758,1355.124,680.916,754.197
759,1355.479,681.158,754.626
760,1355.821,681.385,755.037
761,1356.151,681.596,755.428
762,1356.468,681.792,755.801
763,1356.772,681.972,756.154
764,1357.063,682.137,756.488
765,1357.340,682.285,756.803
766,1357.605,682.418,757.099
767,1357.856,682.534,757.376
768,1358.093,682.634,757.633
769,1358.317,682.718,757.872
770,1358.527,682.785,758.093
771,1358.723,682.835,758.295
772,1358.905,682.869,758.480
773,1359.072,682.886,758.648
774,1359.226,682.886,758.802
775,1359.364,682.868,758.941
776,1359.489,682.834,759.070
777,1359.598,682.782,759.191
778,1359.692,682.712,759.309
779,1359.772,682.625,759.426
780,1359.836,682.521,759.549
781,1359.885,682.398,759.681
782,1359.919,682.258,759.826
783,1359.937,682.099,759.985
784,1359.939,681.922,760.162
785,1359.926,681.727,760.358
786,1359.896,681.513,760.574
787,1359.851,681.281,760.810
788,1359.789,681.030,761.069
789,1359.711,680.760,761.350
790,1359.616,680.472,761.654
791,1359.505,680.164,761.981
792,1359.377,679.837,762.332
793,1359.232,679.490,762.708
794,1359.070,679.125,763.108
795,1358.891,678.739,763.532
796,1358.694,678.334,763.983
797,1358.480,677.910,764.458
798,1358.249,677.465,764.959
799,1358.000,677.000,765.487
